------------------------------------------------------------------------------
RESULTS FOR THE UNIFORMITY OF P-VALUES AND THE PROPORTION OF PASSING SEQUENCES
------------------------------------------------------------------------------
   generator is <../../../Results/config_N_32.txt>
------------------------------------------------------------------------------
 C1  C2  C3  C4  C5  C6  C7  C8  C9 C10  P-VALUE  PROPORTION  STATISTICAL TEST
------------------------------------------------------------------------------
  4   3   0   0   2   0   0   1   0   0  0.216661 *    8/10      Frequency
  7   2   0   0   0   1   0   0   0   0  0.100252 *    6/10   *  CumulativeSums
  8   0   1   1   0   0   0   0   0   0  0.078503 *    6/10   *  CumulativeSums
  1   1   1   2   1   1   2   1   0   0  0.417293 *    9/10      Rank
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
  0   0   0  10   0   0   0   0   0   0  0.359852 *   10/10      NonOverlappingTemplate
